task_id,model_id,architecture,name,language,prompt,code,pass@1,tests
cpp/HumanEval_10_make_palindrome,deepseek-v4-pro,MoE,HumanEval_10_make_palindrome,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Find the shortest palindrome that begins with a supplied string.
// Algorithm idea is simple:
// - Find the longest postfix of supplied string that is a palindrome.
// - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
// >>> make_palindrome((""""))
// ("""")
// >>> make_palindrome((""cat""))
// (""catac"")
// >>> make_palindrome((""cata""))
// (""catac"")
std::string make_palindrome(std::string string) {
","    int n = string.size();
    if (n <= 1) return string;
    int i = 0;
    for (int j = n - 1; j >= 0; --j) {
        if (string[i] == string[j]) {
            ++i;
        }
    }
    if (i == n) return string;
    std::string suffix = string.substr(i);
    std::reverse(suffix.begin(), suffix.end());
    return suffix + make_palindrome(string.substr(0, i)) + string.substr(i);
}",AssertionError,"}
int main() {
    auto candidate = make_palindrome;
    assert(candidate(("""")) == (""""));
    assert(candidate((""x"")) == (""x""));
    assert(candidate((""xyz"")) == (""xyzyx""));
    assert(candidate((""xyx"")) == (""xyx""));
    assert(candidate((""jerry"")) == (""jerryrrej""));
}
"
cpp/HumanEval_11_string_xor,deepseek-v4-pro,MoE,HumanEval_11_string_xor,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Input are two strings a and b consisting only of 1s and 0s.
// Perform binary XOR on these inputs and return result also as a string.
// >>> string_xor((""010""), (""110""))
// (""100"")
std::string string_xor(std::string a, std::string b) {
","std::string string_xor(std::string a, std::string b) {
    std::string result;
    result.reserve(a.size());
    for (size_t i = 0; i < a.size(); ++i) {
        result.push_back((a[i] == b[i]) ? '0' : '1');
    }
    return result;
}",passed,"}
int main() {
    auto candidate = string_xor;
    assert(candidate((""111000""), (""101010"")) == (""010010""));
    assert(candidate((""1""), (""1"")) == (""0""));
    assert(candidate((""0101""), (""0000"")) == (""0101""));
}
"
cpp/HumanEval_12_longest,deepseek-v4-pro,MoE,HumanEval_12_longest,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Out of vector of strings, return the longest one. Return the first one in case of multiple
// strings of the same length. Return None in case the input vector is empty.
// >>> longest((std::vector<std::string>()))
// std::nullopt
// >>> longest((std::vector<std::string>({(std::string)""a"", (std::string)""b"", (std::string)""c""})))
// ""a""
// >>> longest((std::vector<std::string>({(std::string)""a"", (std::string)""bb"", (std::string)""ccc""})))
// ""ccc""
std::optional<std::string> longest(std::vector<std::string> strings) {
","    if (strings.empty()) {
        return std::nullopt;
    }
    std::string longest_str = strings[0];
    for (size_t i = 1; i < strings.size(); ++i) {
        if (strings[i].length() > longest_str.length()) {
            longest_str = strings[i];
        }
    }
    return longest_str;
}",passed,"}
int main() {
    auto candidate = longest;
    assert(candidate((std::vector<std::string>())) == std::nullopt);
    assert(candidate((std::vector<std::string>({(std::string)""x"", (std::string)""y"", (std::string)""z""}))) == ""x"");
    assert(candidate((std::vector<std::string>({(std::string)""x"", (std::string)""yyy"", (std::string)""zzzz"", (std::string)""www"", (std::string)""kkkk"", (std::string)""abc""}))) == ""zzzz"");
}
"
cpp/HumanEval_13_greatest_common_divisor,deepseek-v4-pro,MoE,HumanEval_13_greatest_common_divisor,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Return a greatest common divisor of two integers a and b
// >>> greatest_common_divisor((3), (5))
// (1)
// >>> greatest_common_divisor((25), (15))
// (5)
long greatest_common_divisor(long a, long b) {
","    while (b != 0) {
        long temp = b;
        b = a % b;
        a = temp;
    }
    return a;
}",passed,"}
int main() {
    auto candidate = greatest_common_divisor;
    assert(candidate((3), (7)) == (1));
    assert(candidate((10), (15)) == (5));
    assert(candidate((49), (14)) == (7));
    assert(candidate((144), (60)) == (12));
}
"
cpp/HumanEval_14_all_prefixes,deepseek-v4-pro,MoE,HumanEval_14_all_prefixes,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Return vector of all prefixes from shortest to longest of the input string
// >>> all_prefixes((""abc""))
// (std::vector<std::string>({(std::string)""a"", (std::string)""ab"", (std::string)""abc""}))
std::vector<std::string> all_prefixes(std::string string) {
","        std::vector<std::string> result;
        for (size_t i = 1; i <= string.length(); ++i) {
            result.push_back(string.substr(0, i));
        }
        return result;
    }",passed,"}
int main() {
    auto candidate = all_prefixes;
    assert(candidate(("""")) == (std::vector<std::string>()));
    assert(candidate((""asdfgh"")) == (std::vector<std::string>({(std::string)""a"", (std::string)""as"", (std::string)""asd"", (std::string)""asdf"", (std::string)""asdfg"", (std::string)""asdfgh""})));
    assert(candidate((""WWW"")) == (std::vector<std::string>({(std::string)""W"", (std::string)""WW"", (std::string)""WWW""})));
}
"
cpp/HumanEval_15_string_sequence,deepseek-v4-pro,MoE,HumanEval_15_string_sequence,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Return a string containing space-delimited numbers starting from 0 upto n inclusive.
// >>> string_sequence((0))
// (""0"")
// >>> string_sequence((5))
// (""0 1 2 3 4 5"")
std::string string_sequence(long n) {
","std::string result;
if (n < 0) return result;
for (long i = 0; i <= n; ++i) {
    if (i > 0) result += "" "";
    result += std::to_string(i);
}
return result;
}",passed,"}
int main() {
    auto candidate = string_sequence;
    assert(candidate((0)) == (""0""));
    assert(candidate((3)) == (""0 1 2 3""));
    assert(candidate((10)) == (""0 1 2 3 4 5 6 7 8 9 10""));
}
"
cpp/HumanEval_16_count_distinct_characters,deepseek-v4-pro,MoE,HumanEval_16_count_distinct_characters,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Given a string, find out how many distinct characters (regardless of case) does it consist of
// >>> count_distinct_characters((""xyzXYZ""))
// (3)
// >>> count_distinct_characters((""Jerry""))
// (4)
long count_distinct_characters(std::string string) {
","#include<assert.h>
#include<bits/stdc++.h>
long count_distinct_characters(std::string string) {
    std::unordered_set<char> seen;
    for (char c : string) {
        seen.insert(std::tolower(c));
    }
    return seen.size();
}",passed,"}
int main() {
    auto candidate = count_distinct_characters;
    assert(candidate(("""")) == (0));
    assert(candidate((""abcde"")) == (5));
    assert(candidate((""abcdecadeCADE"")) == (5));
    assert(candidate((""aaaaAAAAaaaa"")) == (1));
    assert(candidate((""Jerry jERRY JeRRRY"")) == (5));
}
"
cpp/HumanEval_17_parse_music,deepseek-v4-pro,MoE,HumanEval_17_parse_music,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Input to this function is a string representing musical notes in a special ASCII format.
// Your task is to parse this string and return vector of integers corresponding to how many beats does each
// not last.
// Here is a legend:
// 'o' - whole note, lasts four beats
// 'o|' - half note, lasts two beats
// '.|' - quater note, lasts one beat
// >>> parse_music((""o o| .| o| o| .| .| .| .| o o""))
// (std::vector<long>({(long)4, (long)2, (long)1, (long)2, (long)2, (long)1, (long)1, (long)1, (long)1, (long)4, (long)4}))
std::vector<long> parse_music(std::string music_string) {
","    std::vector<long> result;
    std::istringstream iss(music_string);
    std::string token;
    while (iss >> token) {
        if (token == ""o"") {
            result.push_back(4);
        } else if (token == ""o|"") {
            result.push_back(2);
        } else if (token == "".|"") {
            result.push_back(1);
        }
    }
    return result;
}",passed,"}
int main() {
    auto candidate = parse_music;
    assert(candidate(("""")) == (std::vector<long>()));
    assert(candidate((""o o o o"")) == (std::vector<long>({(long)4, (long)4, (long)4, (long)4})));
    assert(candidate(("".| .| .| .|"")) == (std::vector<long>({(long)1, (long)1, (long)1, (long)1})));
    assert(candidate((""o| o| .| .| o o o o"")) == (std::vector<long>({(long)2, (long)2, (long)1, (long)1, (long)4, (long)4, (long)4, (long)4})));
    assert(candidate((""o| .| o| .| o o| o o|"")) == (std::vector<long>({(long)2, (long)1, (long)2, (long)1, (long)4, (long)2, (long)4, (long)2})));
}
"
cpp/HumanEval_18_how_many_times,deepseek-v4-pro,MoE,HumanEval_18_how_many_times,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Find how many times a given substring can be found in the original string. Count overlaping cases.
// >>> how_many_times((""""), (""a""))
// (0)
// >>> how_many_times((""aaa""), (""a""))
// (3)
// >>> how_many_times((""aaaa""), (""aa""))
// (3)
long how_many_times(std::string string, std::string substring) {
","long how_many_times(std::string string, std::string substring) {
    if (substring.empty()) return 0;
    long count = 0;
    size_t pos = 0;
    while ((pos = string.find(substring, pos)) != std::string::npos) {
        ++count;
        ++pos;
    }
    return count;
}",passed,"}
int main() {
    auto candidate = how_many_times;
    assert(candidate((""""), (""x"")) == (0));
    assert(candidate((""xyxyxyx""), (""x"")) == (4));
    assert(candidate((""cacacacac""), (""cac"")) == (4));
    assert(candidate((""john doe""), (""john"")) == (1));
}
"
cpp/HumanEval_19_sort_numbers,deepseek-v4-pro,MoE,HumanEval_19_sort_numbers,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Input is a space-delimited string of numberals from 'zero' to 'nine'.
// Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
// Return the string with numbers sorted from smallest to largest
// >>> sort_numbers((""three one five""))
// (""one three five"")
std::string sort_numbers(std::string numbers) {
","    std::unordered_map<std::string, int> word_to_num = {
        {""zero"", 0}, {""one"", 1}, {""two"", 2}, {""three"", 3}, {""four"", 4},
        {""five"", 5}, {""six"", 6}, {""seven"", 7}, {""eight"", 8}, {""nine"", 9}
    };
    std::unordered_map<int, std::string> num_to_word = {
        {0, ""zero""}, {1, ""one""}, {2, ""two""}, {3, ""three""}, {4, ""four""},
        {5, ""five""}, {6, ""six""}, {7, ""seven""}, {8, ""eight""}, {9, ""nine""}
    };

    std::vector<int> nums;
    std::stringstream ss(numbers);
    std::string word;
    while (ss >> word) {
        nums.push_back(word_to_num[word]);
    }

    std::sort(nums.begin(), nums.end());

    std::string result;
    for (size_t i = 0; i < nums.size(); ++i) {
        if (i > 0) result += "" "";
        result += num_to_word[nums[i]];
    }
    return result;
}",passed,"}
int main() {
    auto candidate = sort_numbers;
    assert(candidate(("""")) == (""""));
    assert(candidate((""three"")) == (""three""));
    assert(candidate((""three five nine"")) == (""three five nine""));
    assert(candidate((""five zero four seven nine eight"")) == (""zero four five seven eight nine""));
    assert(candidate((""six five four three two one zero"")) == (""zero one two three four five six""));
}
"
cpp/HumanEval_20_find_closest_elements,deepseek-v4-pro,MoE,HumanEval_20_find_closest_elements,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// From a supplied vector of numbers (of length at least two) select and return two that are the closest to each
// other and return them in order (smaller number, larger number).
// >>> find_closest_elements((std::vector<float>({(float)1.0f, (float)2.0f, (float)3.0f, (float)4.0f, (float)5.0f, (float)2.2f})))
// (std::make_tuple(2.0f, 2.2f))
// >>> find_closest_elements((std::vector<float>({(float)1.0f, (float)2.0f, (float)3.0f, (float)4.0f, (float)5.0f, (float)2.0f})))
// (std::make_tuple(2.0f, 2.0f))
std::tuple<float, float> find_closest_elements(std::vector<float> numbers) {
","    std::sort(numbers.begin(), numbers.end());
    float min_diff = std::numeric_limits<float>::max();
    float a = numbers[0], b = numbers[1];
    for (size_t i = 0; i < numbers.size() - 1; ++i) {
        float diff = numbers[i+1] - numbers[i];
        if (diff < min_diff) {
            min_diff = diff;
            a = numbers[i];
            b = numbers[i+1];
        }
    }
    return std::make_tuple(a, b);
}",passed,"}
int main() {
    auto candidate = find_closest_elements;
    assert(candidate((std::vector<float>({(float)1.0f, (float)2.0f, (float)3.9f, (float)4.0f, (float)5.0f, (float)2.2f}))) == (std::make_tuple(3.9f, 4.0f)));
    assert(candidate((std::vector<float>({(float)1.0f, (float)2.0f, (float)5.9f, (float)4.0f, (float)5.0f}))) == (std::make_tuple(5.0f, 5.9f)));
    assert(candidate((std::vector<float>({(float)1.0f, (float)2.0f, (float)3.0f, (float)4.0f, (float)5.0f, (float)2.2f}))) == (std::make_tuple(2.0f, 2.2f)));
    assert(candidate((std::vector<float>({(float)1.0f, (float)2.0f, (float)3.0f, (float)4.0f, (float)5.0f, (float)2.0f}))) == (std::make_tuple(2.0f, 2.0f)));
    assert(candidate((std::vector<float>({(float)1.1f, (float)2.2f, (float)3.1f, (float)4.1f, (float)5.1f}))) == (std::make_tuple(2.2f, 3.1f)));
}
"
cpp/HumanEval_21_rescale_to_unit,deepseek-v4-pro,MoE,HumanEval_21_rescale_to_unit,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Given vector of numbers (of at least two elements), apply a linear transform to that vector,
// such that the smallest number will become 0 and the largest will become 1
// >>> rescale_to_unit((std::vector<float>({(float)1.0f, (float)2.0f, (float)3.0f, (float)4.0f, (float)5.0f})))
// (std::vector<float>({(float)0.0f, (float)0.25f, (float)0.5f, (float)0.75f, (float)1.0f}))
std::vector<float> rescale_to_unit(std::vector<float> numbers) {
","    auto [min_it, max_it] = std::minmax_element(numbers.begin(), numbers.end());
    float min_val = *min_it;
    float max_val = *max_it;
    float range = max_val - min_val;
    if (range == 0.0f) {
        std::fill(numbers.begin(), numbers.end(), 0.0f);
    } else {
        for (auto& num : numbers) {
            num = (num - min_val) / range;
        }
    }
    return numbers;
}",passed,"}
int main() {
    auto candidate = rescale_to_unit;
    assert(candidate((std::vector<float>({(float)2.0f, (float)49.9f}))) == (std::vector<float>({(float)0.0f, (float)1.0f})));
    assert(candidate((std::vector<float>({(float)100.0f, (float)49.9f}))) == (std::vector<float>({(float)1.0f, (float)0.0f})));
    assert(candidate((std::vector<float>({(float)1.0f, (float)2.0f, (float)3.0f, (float)4.0f, (float)5.0f}))) == (std::vector<float>({(float)0.0f, (float)0.25f, (float)0.5f, (float)0.75f, (float)1.0f})));
    assert(candidate((std::vector<float>({(float)2.0f, (float)1.0f, (float)5.0f, (float)3.0f, (float)4.0f}))) == (std::vector<float>({(float)0.25f, (float)0.0f, (float)1.0f, (float)0.5f, (float)0.75f})));
    assert(candidate((std::vector<float>({(float)12.0f, (float)11.0f, (float)15.0f, (float)13.0f, (float)14.0f}))) == (std::vector<float>({(float)0.25f, (float)0.0f, (float)1.0f, (float)0.5f, (float)0.75f})));
}
"
