task_id,model_id,architecture,name,language,prompt,code,pass@1,tests
cpp/HumanEval_10_make_palindrome,claude-opus-4-7,LLM,HumanEval_10_make_palindrome,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Find the shortest palindrome that begins with a supplied string.
// Algorithm idea is simple:
// - Find the longest postfix of supplied string that is a palindrome.
// - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
// >>> make_palindrome((""""))
// ("""")
// >>> make_palindrome((""cat""))
// (""catac"")
// >>> make_palindrome((""cata""))
// (""catac"")
std::string make_palindrome(std::string string) {
","int n=string.size();
    int i=0;
    for(i=0;i<n;i++){
        std::string s=string.substr(i);
        std::string r=s;
        std::reverse(r.begin(),r.end());
        if(s==r)break;
    }
    std::string pre=string.substr(0,i);
    std::reverse(pre.begin(),pre.end());
    return string+pre;
}",passed,"}
int main() {
    auto candidate = make_palindrome;
    assert(candidate(("""")) == (""""));
    assert(candidate((""x"")) == (""x""));
    assert(candidate((""xyz"")) == (""xyzyx""));
    assert(candidate((""xyx"")) == (""xyx""));
    assert(candidate((""jerry"")) == (""jerryrrej""));
}
"
cpp/HumanEval_11_string_xor,claude-opus-4-7,LLM,HumanEval_11_string_xor,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Input are two strings a and b consisting only of 1s and 0s.
// Perform binary XOR on these inputs and return result also as a string.
// >>> string_xor((""010""), (""110""))
// (""100"")
std::string string_xor(std::string a, std::string b) {
",std::string r; for(size_t i=0;i<a.size();i++) r+=(a[i]==b[i]?'0':'1'); return r; },passed,"}
int main() {
    auto candidate = string_xor;
    assert(candidate((""111000""), (""101010"")) == (""010010""));
    assert(candidate((""1""), (""1"")) == (""0""));
    assert(candidate((""0101""), (""0000"")) == (""0101""));
}
"
cpp/HumanEval_12_longest,claude-opus-4-7,LLM,HumanEval_12_longest,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Out of vector of strings, return the longest one. Return the first one in case of multiple
// strings of the same length. Return None in case the input vector is empty.
// >>> longest((std::vector<std::string>()))
// std::nullopt
// >>> longest((std::vector<std::string>({(std::string)""a"", (std::string)""b"", (std::string)""c""})))
// ""a""
// >>> longest((std::vector<std::string>({(std::string)""a"", (std::string)""bb"", (std::string)""ccc""})))
// ""ccc""
std::optional<std::string> longest(std::vector<std::string> strings) {
","if(strings.empty()) return std::nullopt;
    std::string best=strings[0];
    for(auto&s:strings)if(s.length()>best.length())best=s;
    return best;
}",passed,"}
int main() {
    auto candidate = longest;
    assert(candidate((std::vector<std::string>())) == std::nullopt);
    assert(candidate((std::vector<std::string>({(std::string)""x"", (std::string)""y"", (std::string)""z""}))) == ""x"");
    assert(candidate((std::vector<std::string>({(std::string)""x"", (std::string)""yyy"", (std::string)""zzzz"", (std::string)""www"", (std::string)""kkkk"", (std::string)""abc""}))) == ""zzzz"");
}
"
cpp/HumanEval_13_greatest_common_divisor,claude-opus-4-7,LLM,HumanEval_13_greatest_common_divisor,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Return a greatest common divisor of two integers a and b
// >>> greatest_common_divisor((3), (5))
// (1)
// >>> greatest_common_divisor((25), (15))
// (5)
long greatest_common_divisor(long a, long b) {
","while(b){a%=b;std::swap(a,b);}return a;}",passed,"}
int main() {
    auto candidate = greatest_common_divisor;
    assert(candidate((3), (7)) == (1));
    assert(candidate((10), (15)) == (5));
    assert(candidate((49), (14)) == (7));
    assert(candidate((144), (60)) == (12));
}
"
cpp/HumanEval_14_all_prefixes,claude-opus-4-7,LLM,HumanEval_14_all_prefixes,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Return vector of all prefixes from shortest to longest of the input string
// >>> all_prefixes((""abc""))
// (std::vector<std::string>({(std::string)""a"", (std::string)""ab"", (std::string)""abc""}))
std::vector<std::string> all_prefixes(std::string string) {
","std::vector<std::string> r;
    for(size_t i=1;i<=string.size();i++) r.push_back(string.substr(0,i));
    return r;
}",passed,"}
int main() {
    auto candidate = all_prefixes;
    assert(candidate(("""")) == (std::vector<std::string>()));
    assert(candidate((""asdfgh"")) == (std::vector<std::string>({(std::string)""a"", (std::string)""as"", (std::string)""asd"", (std::string)""asdf"", (std::string)""asdfg"", (std::string)""asdfgh""})));
    assert(candidate((""WWW"")) == (std::vector<std::string>({(std::string)""W"", (std::string)""WW"", (std::string)""WWW""})));
}
"
cpp/HumanEval_15_string_sequence,claude-opus-4-7,LLM,HumanEval_15_string_sequence,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Return a string containing space-delimited numbers starting from 0 upto n inclusive.
// >>> string_sequence((0))
// (""0"")
// >>> string_sequence((5))
// (""0 1 2 3 4 5"")
std::string string_sequence(long n) {
","std::string s=""0"";for(long i=1;i<=n;i++)s+="" ""+std::to_string(i);return s;}",passed,"}
int main() {
    auto candidate = string_sequence;
    assert(candidate((0)) == (""0""));
    assert(candidate((3)) == (""0 1 2 3""));
    assert(candidate((10)) == (""0 1 2 3 4 5 6 7 8 9 10""));
}
"
cpp/HumanEval_16_count_distinct_characters,claude-opus-4-7,LLM,HumanEval_16_count_distinct_characters,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Given a string, find out how many distinct characters (regardless of case) does it consist of
// >>> count_distinct_characters((""xyzXYZ""))
// (3)
// >>> count_distinct_characters((""Jerry""))
// (4)
long count_distinct_characters(std::string string) {
","std::set<char> s; for(char c:string) s.insert(tolower(c)); return s.size();
}",passed,"}
int main() {
    auto candidate = count_distinct_characters;
    assert(candidate(("""")) == (0));
    assert(candidate((""abcde"")) == (5));
    assert(candidate((""abcdecadeCADE"")) == (5));
    assert(candidate((""aaaaAAAAaaaa"")) == (1));
    assert(candidate((""Jerry jERRY JeRRRY"")) == (5));
}
"
cpp/HumanEval_17_parse_music,claude-opus-4-7,LLM,HumanEval_17_parse_music,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Input to this function is a string representing musical notes in a special ASCII format.
// Your task is to parse this string and return vector of integers corresponding to how many beats does each
// not last.
// Here is a legend:
// 'o' - whole note, lasts four beats
// 'o|' - half note, lasts two beats
// '.|' - quater note, lasts one beat
// >>> parse_music((""o o| .| o| o| .| .| .| .| o o""))
// (std::vector<long>({(long)4, (long)2, (long)1, (long)2, (long)2, (long)1, (long)1, (long)1, (long)1, (long)4, (long)4}))
std::vector<long> parse_music(std::string music_string) {
","std::vector<long> result;
    std::stringstream ss(music_string);
    std::string token;
    while(ss >> token){
        if(token==""o"") result.push_back(4);
        else if(token==""o|"") result.push_back(2);
        else if(token=="".|"") result.push_back(1);
    }
    return result;
}",passed,"}
int main() {
    auto candidate = parse_music;
    assert(candidate(("""")) == (std::vector<long>()));
    assert(candidate((""o o o o"")) == (std::vector<long>({(long)4, (long)4, (long)4, (long)4})));
    assert(candidate(("".| .| .| .|"")) == (std::vector<long>({(long)1, (long)1, (long)1, (long)1})));
    assert(candidate((""o| o| .| .| o o o o"")) == (std::vector<long>({(long)2, (long)2, (long)1, (long)1, (long)4, (long)4, (long)4, (long)4})));
    assert(candidate((""o| .| o| .| o o| o o|"")) == (std::vector<long>({(long)2, (long)1, (long)2, (long)1, (long)4, (long)2, (long)4, (long)2})));
}
"
cpp/HumanEval_18_how_many_times,claude-opus-4-7,LLM,HumanEval_18_how_many_times,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Find how many times a given substring can be found in the original string. Count overlaping cases.
// >>> how_many_times((""""), (""a""))
// (0)
// >>> how_many_times((""aaa""), (""a""))
// (3)
// >>> how_many_times((""aaaa""), (""aa""))
// (3)
long how_many_times(std::string string, std::string substring) {
","long c=0; if(substring.size()==0||string.size()<substring.size())return 0; for(size_t i=0;i<=string.size()-substring.size();i++)if(string.substr(i,substring.size())==substring)c++; return c;}",passed,"}
int main() {
    auto candidate = how_many_times;
    assert(candidate((""""), (""x"")) == (0));
    assert(candidate((""xyxyxyx""), (""x"")) == (4));
    assert(candidate((""cacacacac""), (""cac"")) == (4));
    assert(candidate((""john doe""), (""john"")) == (1));
}
"
cpp/HumanEval_19_sort_numbers,claude-opus-4-7,LLM,HumanEval_19_sort_numbers,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Input is a space-delimited string of numberals from 'zero' to 'nine'.
// Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
// Return the string with numbers sorted from smallest to largest
// >>> sort_numbers((""three one five""))
// (""one three five"")
std::string sort_numbers(std::string numbers) {
","std::map<std::string,int> m={{""zero"",0},{""one"",1},{""two"",2},{""three"",3},{""four"",4},{""five"",5},{""six"",6},{""seven"",7},{""eight"",8},{""nine"",9}};
    std::vector<std::string> v;
    std::stringstream ss(numbers);
    std::string w;
    while(ss>>w) v.push_back(w);
    std::sort(v.begin(),v.end(),[&](const std::string&a,const std::string&b){return m[a]<m[b];});
    std::string r;
    for(size_t i=0;i<v.size();i++){if(i)r+="" "";r+=v[i];}
    return r;
}",passed,"}
int main() {
    auto candidate = sort_numbers;
    assert(candidate(("""")) == (""""));
    assert(candidate((""three"")) == (""three""));
    assert(candidate((""three five nine"")) == (""three five nine""));
    assert(candidate((""five zero four seven nine eight"")) == (""zero four five seven eight nine""));
    assert(candidate((""six five four three two one zero"")) == (""zero one two three four five six""));
}
"
cpp/HumanEval_20_find_closest_elements,claude-opus-4-7,LLM,HumanEval_20_find_closest_elements,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// From a supplied vector of numbers (of length at least two) select and return two that are the closest to each
// other and return them in order (smaller number, larger number).
// >>> find_closest_elements((std::vector<float>({(float)1.0f, (float)2.0f, (float)3.0f, (float)4.0f, (float)5.0f, (float)2.2f})))
// (std::make_tuple(2.0f, 2.2f))
// >>> find_closest_elements((std::vector<float>({(float)1.0f, (float)2.0f, (float)3.0f, (float)4.0f, (float)5.0f, (float)2.0f})))
// (std::make_tuple(2.0f, 2.0f))
std::tuple<float, float> find_closest_elements(std::vector<float> numbers) {
","std::sort(numbers.begin(), numbers.end());
    float a=numbers[0], b=numbers[1], d=b-a;
    for(size_t i=1;i<numbers.size()-1;i++){
        if(numbers[i+1]-numbers[i]<d){d=numbers[i+1]-numbers[i];a=numbers[i];b=numbers[i+1];}
    }
    return std::make_tuple(a,b);
}",passed,"}
int main() {
    auto candidate = find_closest_elements;
    assert(candidate((std::vector<float>({(float)1.0f, (float)2.0f, (float)3.9f, (float)4.0f, (float)5.0f, (float)2.2f}))) == (std::make_tuple(3.9f, 4.0f)));
    assert(candidate((std::vector<float>({(float)1.0f, (float)2.0f, (float)5.9f, (float)4.0f, (float)5.0f}))) == (std::make_tuple(5.0f, 5.9f)));
    assert(candidate((std::vector<float>({(float)1.0f, (float)2.0f, (float)3.0f, (float)4.0f, (float)5.0f, (float)2.2f}))) == (std::make_tuple(2.0f, 2.2f)));
    assert(candidate((std::vector<float>({(float)1.0f, (float)2.0f, (float)3.0f, (float)4.0f, (float)5.0f, (float)2.0f}))) == (std::make_tuple(2.0f, 2.0f)));
    assert(candidate((std::vector<float>({(float)1.1f, (float)2.2f, (float)3.1f, (float)4.1f, (float)5.1f}))) == (std::make_tuple(2.2f, 3.1f)));
}
"
cpp/HumanEval_21_rescale_to_unit,claude-opus-4-7,LLM,HumanEval_21_rescale_to_unit,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Given vector of numbers (of at least two elements), apply a linear transform to that vector,
// such that the smallest number will become 0 and the largest will become 1
// >>> rescale_to_unit((std::vector<float>({(float)1.0f, (float)2.0f, (float)3.0f, (float)4.0f, (float)5.0f})))
// (std::vector<float>({(float)0.0f, (float)0.25f, (float)0.5f, (float)0.75f, (float)1.0f}))
std::vector<float> rescale_to_unit(std::vector<float> numbers) {
","float mn=*std::min_element(numbers.begin(),numbers.end());
	float mx=*std::max_element(numbers.begin(),numbers.end());
	std::vector<float> r;
	for(auto x:numbers) r.push_back((x-mn)/(mx-mn));
	return r;
}",passed,"}
int main() {
    auto candidate = rescale_to_unit;
    assert(candidate((std::vector<float>({(float)2.0f, (float)49.9f}))) == (std::vector<float>({(float)0.0f, (float)1.0f})));
    assert(candidate((std::vector<float>({(float)100.0f, (float)49.9f}))) == (std::vector<float>({(float)1.0f, (float)0.0f})));
    assert(candidate((std::vector<float>({(float)1.0f, (float)2.0f, (float)3.0f, (float)4.0f, (float)5.0f}))) == (std::vector<float>({(float)0.0f, (float)0.25f, (float)0.5f, (float)0.75f, (float)1.0f})));
    assert(candidate((std::vector<float>({(float)2.0f, (float)1.0f, (float)5.0f, (float)3.0f, (float)4.0f}))) == (std::vector<float>({(float)0.25f, (float)0.0f, (float)1.0f, (float)0.5f, (float)0.75f})));
    assert(candidate((std::vector<float>({(float)12.0f, (float)11.0f, (float)15.0f, (float)13.0f, (float)14.0f}))) == (std::vector<float>({(float)0.25f, (float)0.0f, (float)1.0f, (float)0.5f, (float)0.75f})));
}
"
cpp/HumanEval_22_filter_integers,claude-opus-4-7,LLM,HumanEval_22_filter_integers,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Filter given vector of any cppthon values only for integers
// >>> filter_integers((std::vector<std::any>({(std::string)""a"", (std::string)3.14f, (std::string)5})))
// (std::vector<long>({(long)5}))
// >>> filter_integers((std::vector<std::any>({1, 2, 3, ""abc"", std::map<long,long>(), std::vector<long>()})))
// (std::vector<long>({(long)1, (long)2, (long)3}))
std::vector<long> filter_integers(std::vector<std::any> values) {
","std::vector<long> out;
for(auto&v:values){if(v.type()==typeid(int))out.push_back((long)std::any_cast<int>(v));else if(v.type()==typeid(long))out.push_back(std::any_cast<long>(v));}
return out;
}",passed,"}
int main() {
    auto candidate = filter_integers;
    assert(candidate((std::vector<std::any>())) == (std::vector<long>()));
    assert(candidate((std::vector<std::any>({4, std::map<long,long>(), std::vector<long>(), 23.2f, 9, ""adasd""}))) == (std::vector<long>({(long)4, (long)9})));
    assert(candidate((std::vector<std::any>({3, ""c"", 3, 3, ""a"", ""b""}))) == (std::vector<long>({(long)3, (long)3, (long)3})));
}
"
cpp/HumanEval_23_strlen,claude-opus-4-7,LLM,HumanEval_23_strlen,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// Return length of given string
// >>> string_length((""""))
// (0)
// >>> string_length((""abc""))
// (3)
long string_length(std::string string) {
","return string.length();
}",passed,"}
int main() {
    auto candidate = string_length;
    assert(candidate(("""")) == (0));
    assert(candidate((""x"")) == (1));
    assert(candidate((""asdasnakj"")) == (9));
}
"
cpp/HumanEval_24_largest_divisor,claude-opus-4-7,LLM,HumanEval_24_largest_divisor,cpp,"#include<assert.h>
#include<bits/stdc++.h>
// For a given number n, find the largest number that divides n evenly, smaller than n
// >>> largest_divisor((15))
// (5)
long largest_divisor(long n) {
",for(long i=n-1;i>=1;i--) if(n%i==0) return i; return 1;},passed,"}
int main() {
    auto candidate = largest_divisor;
    assert(candidate((3)) == (1));
    assert(candidate((7)) == (1));
    assert(candidate((10)) == (5));
    assert(candidate((100)) == (50));
    assert(candidate((49)) == (7));
}
"
